,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
1751,SK Global Entertainment,0,en,42.398,2021-01-28,0,110,8.126,1633,US,False,US,Drama,2021
1752,Capcom,60000000,en,39.021,2020-12-03,42145959,103,6.572,3318,JP,False,JP,"Action,Fantasy,Adventure",2020
1753,STXfilms,25000000,en,33.841,2018-09-06,53918723,102,6.715,2070,US,False,US,"Action,Thriller",2018
1754,Monkeypaw Productions,20000000,en,33.021,2019-03-14,256067149,116,6.966,7393,US,False,US,"Horror,Thriller",2019
1755,Columbia Pictures,48000000,en,36.683,2019-11-14,73279888,118,6.418,2988,US,False,US,"Action,Adventure,Comedy",2019
1756,Animagrad Animation Studio,5000000,uk,67.557,2023-03-02,17974964,99,7.244,761,UA,False,UA,"Animation,Adventure,Family,Fantasy",2023
1757,DreamWorks Animation,82000000,en,64.366,2021-07-01,146745280,107,7.35,2546,US,The Boss Baby Collection,US,"Animation,Comedy,Adventure,Family",2021
1758,Blumhouse Productions,3500000,en,31.679,2018-04-12,95330493,101,5.936,4035,US,False,US,"Thriller,Horror",2018
1759,Retromedia Entertainment,0,en,105.856,2017-08-08,0,81,5.4,58,US,False,US,"Mystery,Thriller,Romance",2017
1760,Constantin Film,25000000,en,85.025,2021-11-24,41914915,107,6.0,2464,US,False,DE,"Action,Horror,Science Fiction",2021
1761,Atomic Monster,20000000,en,47.561,2021-04-07,84426031,110,7.027,5883,AU,Mortal Kombat (Reboot) Collection,US,"Action,Fantasy,Adventure",2021
1762,Walt Disney Pictures,0,en,32.012,2017-10-27,0,22,6.459,1442,US,False,US,"Animation,Family,Adventure,Comedy,Fantasy",2017
1763,Colony Pictures,15000000,en,33.556,2019-12-06,157209,99,6.3,2007,CA,Code 8 Collection,CA,"Science Fiction,Action,Crime",2019
1764,Amblin Entertainment,42000000,en,38.644,2018-09-15,131523093,105,6.2,2163,US,False,US,"Fantasy,Family,Comedy",2018
1765,Climax Studios,0,ko,40.005,2013-08-14,0,87,4.0,1,KR,Let's Go To Rose Motel Series,KR,"Drama,Romance",2013
1766,Warner Bros. Pictures,200000000,en,64.544,2020-12-16,169601036,151,6.4,8501,US,Wonder Woman Collection,US,"Action,Adventure,Fantasy",2020
1767,Mandalay Pictures,0,en,41.56,2017-10-03,0,93,6.44,335,US,Sniper Collection,US,Action,2017
1768,Climax Studios,0,ko,41.377,2017-07-06,0,89,6.941,17,KR,False,KR,"Romance,Drama",2017
1769,Heyday Films,95000000,en,75.687,2019-07-24,392105159,162,7.4,13596,US,False,GB,"Comedy,Drama,Thriller",2019
1770,Awesomeness Films,0,en,119.384,2018-08-16,0,100,7.61,8417,US,To All the Boys Collection,US,"Comedy,Romance",2018
1771,Apple Studios,200000000,en,65.99,2023-10-18,156922344,206,7.441,3420,US,False,US,"Crime,History,Drama",2023
1772,A24,15000000,en,93.574,2023-12-15,52631884,105,7.061,1935,US,False,US,"Drama,History,War",2023
1773,M.E.S. Productions,2900000,fr,33.403,2018-02-07,938055,109,6.5,1800,FR,False,FR,"Action,Thriller,Horror",2018
1774,A24,19000000,en,43.364,2019-08-30,50023780,136,7.154,4793,US,False,US,"Drama,Thriller,Crime",2019
1775,Climax Studios,0,ko,59.964,2017-02-02,0,98,8.5,6,KR,False,KR,"Comedy,Romance",2017
1776,New Line Cinema,79000000,en,64.319,2019-09-04,473123154,169,6.839,8806,US,It Collection,US,"Horror,Thriller",2019
1777,Climax Studios,0,ko,37.784,2017-02-28,0,90,6.8,7,KR,False,KR,"Drama,Romance",2017
1778,Warner Bros. Pictures,55000000,en,95.01,2019-10-01,1078958629,122,8.142,26034,US,Joker Collection,US,"Crime,Thriller,Drama",2019
1779,Mars Films,0,en,41.685,2018-03-14,0,91,7.373,2433,FR,False,FR,"Horror,Mystery,Thriller",2018
1780,Marv,100000000,en,67.085,2021-12-22,125897478,131,6.752,4593,US,Kingsman Collection,GB,"Action,Adventure,Thriller",2021
1781,Amblin Entertainment,110000000,en,42.513,2019-06-12,253890701,115,5.908,4942,US,False,US,"Comedy,Science Fiction,Action",2019
1782,Hong Film,5900000,ko,37.878,2017-10-03,52946454,121,7.695,440,KR,The Roundup Collection,KR,"Action,Crime,Thriller",2017
1783,The Fyzz,12000000,en,33.828,2019-08-15,47582563,90,5.7,1418,US,47 Meters Down Collection,GB,Horror,2019
1784,Atomic Monster,9000000,en,47.163,2019-04-17,123233739,93,5.658,2456,US,False,US,Horror,2019
1785,Metro-Goldwyn-Mayer,50000000,en,57.682,2018-11-21,214200000,130,7.033,5454,US,Creed Collection,US,"Drama,Action",2018
1786,Cinesite Animation,40000000,en,45.633,2019-10-10,204394183,87,6.6,2352,CA,The Addams Family (Animated) Collection,CA,"Family,Animation,Comedy,Fantasy",2019
1787,Climax Studios,0,ko,38.483,2017-08-01,0,80,6.2,4,KR,False,KR,"Drama,Romance",2017
1788,3 Arts Entertainment,109000000,en,57.117,2020-02-19,111200000,100,7.544,3755,CA,False,US,"Adventure,Family,Drama",2020
1789,Climax Studios,0,ko,69.258,2017-07-27,0,79,5.2,11,KR,Mother's Job Collection,KR,Drama,2017
1790,Locksmith Animation,0,en,38.145,2021-10-14,60692022,107,7.896,1869,US,False,GB,"Animation,Science Fiction,Family,Comedy",2021
1791,Ghost House Pictures,15000000,en,35.524,2021-08-12,53785551,98,7.0,2587,US,Don't Breathe Collection,US,"Thriller,Horror",2021
1792,Dark Horse Entertainment,0,en,36.392,2019-01-25,0,118,6.304,2230,US,False,US,"Action,Crime,Drama",2019
1793,EuropaCorp,34000000,en,32.39,2019-06-19,31626978,119,6.7,2728,US,False,FR,"Action,Adventure,Thriller",2019
1794,Sidus,0,en,39.18,2019-07-25,10054356,92,7.7,1088,KR,False,KR,"Animation,Fantasy,Drama,Family,Comedy,Romance",2019
1795,BET Films,20000000,en,31.399,2019-02-08,69766483,117,6.181,1459,US,False,US,"Comedy,Romance",2019
1796,Fidélité Films,0,fr,53.887,2019-04-03,0,107,5.9,210,FR,False,FR,"Drama,History",2019
1797,BA Entertainment,0,ko,31.764,2017-11-29,9968972,108,7.95,1126,KR,False,KR,"Thriller,Mystery,Crime",2017
1798,Participant,23000000,en,90.602,2018-11-16,321752656,130,8.24,11749,US,False,US,"Drama,History",2018
1799,Participant,0,en,50.242,2019-02-14,0,113,7.9,1684,MW,False,US,"Drama,History",2019
1800,An Attitude Production,0,cn,31.707,1996-03-15,0,0,5.8,4,TW,New Golden Lotus Collection,TW,,1996
1801,Heyday Films,18000000,en,37.339,2019-09-28,2300000,137,7.7,6967,GB,False,GB,Drama,2019
1802,Entertainment One,151000000,en,65.702,2023-03-23,208200000,134,7.3,3752,US,False,CA,"Adventure,Fantasy,Comedy",2023
1803,PalmStar Media,10000000,en,100.311,2018-06-07,87825916,128,7.3,7756,US,False,US,"Horror,Mystery,Thriller",2018
1804,Warner Bros. Pictures,75000000,en,52.812,2020-02-05,205537933,109,6.91,10309,US,False,US,"Action,Crime",2020
1805,Barunson E&A,11363000,ko,169.731,2019-05-30,257591776,133,8.503,18556,KR,False,KR,"Comedy,Thriller,Drama",2019
1806,The Awakening Production,86000000,fr,85.654,2023-07-05,40208268,107,7.6,876,FR,Miraculous Collection,FR,"Animation,Fantasy,Action,Romance,Family",2023
1807,PCMA Productions,21000000,en,34.497,2020-09-23,0,123,7.263,6064,US,Enola Holmes Collection,US,"Adventure,Mystery,Crime",2020
1808,Marvel Studios,200000000,en,74.35,2021-07-07,379751131,134,7.2,10304,US,False,US,"Action,Adventure,Science Fiction",2021
1809,30WEST,15600000,en,36.955,2022-09-18,24733572,147,7.072,2273,SE,False,US,"Comedy,Drama",2022
1810,Nickelodeon Movies,49000000,en,31.901,2019-08-08,120600000,102,6.6,1720,AU,False,US,"Adventure,Comedy,Family,Fantasy",2019
1811,Nine Stories Productions,0,en,31.606,2020-09-11,0,138,7.208,3375,US,False,US,"Crime,Drama,Thriller",2020
1812,Goalpost Pictures,5000000,en,68.019,2018-05-31,16706680,100,7.5,4427,US,False,AU,"Action,Thriller,Science Fiction",2018
1813,Vertigo Entertainment,45000000,en,51.904,2019-10-30,72381712,152,7.143,4472,US,The Shining Collection,US,"Horror,Thriller,Fantasy",2019
1814,Lord Miller,75000000,en,40.319,2021-04-22,0,110,7.9,2981,US,False,US,"Animation,Adventure,Comedy",2021
1815,Climax Studios,0,ko,52.871,2018-02-20,0,80,5.3,9,KR,Purpose of Reunion Collection,KR,"Drama,Romance",2018
1816,Universal Pictures,100000000,en,174.19,2023-04-05,1362000000,93,7.637,9375,US,False,US,"Animation,Family,Adventure,Fantasy,Comedy",2023
1817,Blumhouse Productions,5000000,en,31.415,2019-05-29,51749995,99,5.817,2229,CY,False,US,"Horror,Thriller",2019
1818,The Stone Quarry,90000000,en,49.121,2021-05-14,190700000,148,6.2,4042,US,Army of the Dead Collection,US,"Action,Crime,Horror",2021
1819,RT Features,11000000,en,68.629,2019-10-18,18262464,109,7.502,4955,US,False,BR,"Drama,Fantasy,Thriller",2019
1820,Plan B Entertainment,0,en,42.51,2019-10-11,0,140,7.155,3261,AU,False,US,"Drama,History,War",2019
1821,The Mark Gordon Company,90000000,en,33.632,2022-02-09,137307235,127,6.427,3733,US,Hercule Poirot (Kenneth Branagh) Collection,US,"Mystery,Crime,Thriller",2022
1822,BONES,12000000,ja,37.434,2018-08-03,27507549,96,7.9,1011,JP,My Hero Academia Collection,JP,"Animation,Action,Adventure,Fantasy",2018
1823,Climax Studios,0,ko,37.934,2018-03-15,0,90,8.2,4,KR,Young Sister Collection,KR,Romance,2018
1824,Studio Ghibli,0,ja,53.106,2007-07-08,0,80,0.0,0,JP,False,JP,,2007
1825,Marvel Studios,250000000,en,98.589,2022-11-09,859102154,162,7.081,6624,US,Black Panther Collection,US,"Action,Adventure,Science Fiction",2022
1826,"Bad Angels Productions, Ltd.",15000000,en,64.551,2019-08-02,0,106,7.7,1526,US,Descendants Collection,US,"Family,TV Movie,Adventure,Fantasy",2019
1827,Rectangle Productions,2900000,fr,38.849,2018-09-19,1700000,97,7.1,2107,FR,False,FR,"Horror,Drama",2018
1828,Amblin Entertainment,165000000,en,143.564,2022-06-01,1001978080,147,6.685,6196,US,Jurassic Park Collection,US,"Adventure,Action,Science Fiction",2022
1829,Blumhouse Productions,20000000,en,108.817,2023-10-25,297144130,110,7.5,4171,US,Five Nights at Freddy's Collection,US,"Horror,Mystery",2023
1830,STXfilms,30000000,en,354.908,2024-09-12,5928351,104,6.5,252,US,False,US,"Action,Comedy,Crime",2024
1831,Walt Disney Pictures,200000000,en,35.147,2020-02-29,141940042,103,7.676,6175,US,False,US,"Family,Animation,Adventure,Comedy,Fantasy",2020
1832,Walt Disney Pictures,150000000,en,77.672,2020-12-25,121977511,101,8.118,10562,US,False,US,"Animation,Family,Comedy,Fantasy",2020
1833,Hive Media Corp,0,ko,34.529,2018-03-28,21041950,95,7.283,703,KR,False,KR,"Horror,Mystery",2018
1834,Studio Ghibli,50000000,ja,86.557,2023-07-14,294200000,124,7.454,1967,JP,False,JP,"Animation,Adventure,Fantasy,Family,Drama",2023
1835,Pixar,200000000,en,74.028,2021-06-17,51074773,95,7.81,8412,US,False,US,"Animation,Comedy,Fantasy,Adventure,Family",2021
1836,Walt Disney Pictures,175000000,en,89.944,2022-03-10,21328962,100,7.353,5294,US,False,US,"Animation,Family,Comedy,Fantasy",2022
1837,Skydance Media,150000000,en,34.763,2019-12-10,0,128,6.3,4778,US,False,US,"Action,Comedy,Thriller",2019
1838,Raimi Productions,13500000,en,44.253,2019-07-11,91500000,87,6.3,3120,CA,Crawl Collection,US,"Horror,Thriller",2019
1839,Flynn Picture Company,160000000,en,56.138,2021-11-04,178143,118,6.765,5862,US,False,US,"Action,Comedy,Crime",2021
1840,Columbia Pictures,125000000,en,74.411,2019-12-04,801693929,123,6.901,8732,US,Jumanji Collection,US,"Adventure,Comedy,Fantasy",2019
1841,WarParty Films,45000000,en,37.838,2021-02-19,2000000,101,6.9,1638,US,False,US,"Action,Science Fiction,Thriller",2021
1842,Cinema Foundation of Russia,8819200,ru,47.247,2020-02-27,32104054,129,6.891,807,RU,Attraction Collection,RU,"Science Fiction,Drama,Action",2020
1843,Fox 2000 Pictures,14000000,en,34.743,2019-04-10,49200000,116,7.6,1078,US,False,US,Drama,2019
1844,Blumhouse Productions,14000000,en,61.132,2020-03-11,10550350,90,6.635,3248,CN,False,US,"Action,Thriller,Horror",2020
1845,Vinson Films,24000000,en,31.881,2019-05-25,0,97,6.271,4455,US,Murder Mystery Collection,US,"Action,Comedy,Mystery",2019
1846,Fox Searchlight Pictures,14000000,en,41.664,2019-10-18,82468705,108,8.0,9628,US,False,US,"Comedy,War,Drama",2019
1847,Playtone,50300000,en,31.695,2020-07-09,0,92,7.4,2932,US,False,US,"War,Action,Drama",2020
1848,BOOM! Studios,16000000,en,55.574,2020-10-22,4796993,137,6.156,854,US,False,US,"Horror,Mystery,Thriller",2020
1849,Marmalade Pictures,90000000,en,153.341,2024-11-08,56371925,106,7.1,52,GB,Paddington Collection,GB,"Comedy,Family,Adventure",2024
1850,Archangel Studios,3500000,ru,35.211,2019-03-21,4944386,130,7.5,525,RS,False,RS,"Drama,Action,War",2019
1851,Hans Stjernswärd Film Production,0,en,37.301,2019-04-19,0,80,5.359,345,US,False,US,Horror,2019
1852,One Cool Pictures,0,zh,39.884,2022-08-05,100730000,101,7.0,418,CN,False,HK,"Drama,Action,Science Fiction",2022
1853,Universal Pictures,100000000,en,545.622,2024-06-20,969280910,94,7.066,2469,US,Despicable Me Collection,US,"Animation,Family,Comedy,Science Fiction",2024
1854,Det Danske Filminstitut,19000000,da,53.487,2019-03-27,0,127,6.932,295,DK,False,DK,Drama,2019
1855,Aardman,0,en,53.277,2023-12-08,0,101,6.987,757,GB,Chicken Run Collection,GB,"Family,Animation,Adventure,Comedy",2023
1856,Paramount Pictures,61000000,en,90.213,2021-05-21,297372261,96,7.477,6638,US,A Quiet Place Collection,US,"Science Fiction,Thriller,Horror",2021
1857,Atomic Monster,27000000,en,62.498,2019-06-26,231252591,106,6.401,3538,US,Annabelle Collection,US,Horror,2019
1858,AGC Studios,100000000,en,39.639,2019-11-06,127400000,138,7.137,2496,CA,False,US,"Action,War,History",2019
1859,Amblin Entertainment,2500000,en,40.214,2021-11-04,0,115,7.861,3571,US,False,US,"Science Fiction,Drama,Adventure",2021
1860,Universal 1440 Entertainment,0,en,36.941,2018-10-23,0,102,5.9,285,US,The Scorpion King Collection,US,"Action,Adventure,Fantasy",2018
1861,Columbia Pictures,45000000,en,32.483,2021-03-25,153000000,93,7.089,809,AU,Peter Rabbit Collection,US,"Family,Adventure,Animation",2021
1862,Amblin Entertainment,16000000,en,40.105,2019-05-03,78871079,109,8.068,1528,US,A Dog's Purpose Collection,US,"Family,Adventure,Drama",2019
1863,Miramax,22000000,en,53.064,2020-01-01,115171795,113,7.679,5910,GB,False,US,"Action,Crime,Comedy",2020
1864,Columbia Pictures,9000000,en,38.953,2019-01-03,155712077,100,6.54,4695,US,Escape Room Collection,US,"Horror,Thriller,Mystery",2019
1865,Original Film,18000000,en,51.799,2019-08-08,33800000,109,8.198,1498,US,False,US,"Drama,Romance",2019
1866,Nu Boyana Film Studios,70000000,en,37.068,2021-06-14,70060492,117,6.672,2306,US,The Hitman's Bodyguard Collection,BG,"Action,Comedy,Crime,Thriller",2021
1867,Millennium Media,50000000,en,53.619,2019-09-19,91500000,89,6.536,3922,US,Rambo Collection,US,"Action,Thriller,Drama",2019
1868,STXfilms,34000000,en,56.432,2020-07-29,52300000,120,7.1,4578,US,Greenland Collection,US,"Action,Thriller,Drama",2020
1869,Marvel Studios,200000000,en,66.177,2021-11-03,402064899,156,6.839,8360,US,False,US,"Science Fiction,Action,Adventure",2021
1870,Buffalo Gal Pictures,0,en,33.324,2018-10-12,1119537,103,6.518,880,CA,False,CA,"Horror,Thriller,Fantasy",2018
1871,Columbia Pictures,75000000,en,47.159,2022-03-30,167635712,105,5.988,4358,US,False,US,"Action,Science Fiction,Fantasy",2022
1872,Wayfarer Entertainment,7000000,en,51.648,2019-03-14,92600000,116,8.245,5649,US,False,US,"Romance,Drama",2019
1873,Walt Disney Pictures,100000000,en,88.486,2021-03-03,130423032,107,7.843,6830,US,False,US,"Animation,Family,Fantasy,Action,Adventure",2021
1874,Universal Pictures,65000000,en,68.642,2020-11-25,215905815,95,7.5,3857,US,The Croods Collection,US,"Animation,Family,Adventure,Fantasy,Comedy",2020
1875,Peppermint & Company,5500000,ko,40.077,2018-06-27,24340302,125,7.837,585,KR,The Witch Collection,KR,"Action,Mystery,Science Fiction",2018
1876,B-Reel Films,9000000,en,82.644,2019-07-03,48015416,147,7.155,7214,US,False,SE,"Horror,Drama,Mystery",2019
1877,Sunshine Films,0,en,37.569,2018-06-12,0,86,5.036,97,US,False,US,"Drama,Thriller,TV Movie",2018
1878,DreamWorks Pictures,100000000,en,61.263,2019-12-25,394638258,119,8.0,12525,US,False,US,"War,History,Thriller,Drama",2019
1879,ImageMovers,0,en,54.874,2020-10-26,29303571,106,6.372,2814,US,False,US,"Family,Comedy,Fantasy",2020
1880,Lilies Films,5740000,fr,49.265,2019-09-18,9923127,121,8.1,2588,FR,False,FR,"Drama,Romance,History",2019
1881,Walt Disney Pictures,0,en,37.94,2022-09-07,0,105,6.341,1596,US,False,US,"Fantasy,Adventure,Family",2022
1882,A24,6000000,en,37.236,2019-11-15,2576990,135,7.4,697,US,False,US,"Romance,Drama",2019
1883,Marvel Studios,200000000,en,626.628,2024-07-24,1338073645,128,7.633,6516,US,Deadpool Collection,US,"Action,Comedy,Science Fiction",2024
1884,Climax Studios,0,ko,31.599,2017-08-31,0,92,5.2,14,KR,Purpose of Reunion Collection,KR,"Drama,Romance",2017
1885,Studio 8,70000000,en,35.691,2023-05-11,16014123,93,6.23,1237,US,False,US,"Mystery,Thriller,Science Fiction",2023
1886,Atomic Monster,12000000,en,51.235,2022-12-28,181796517,102,7.06,4107,US,M3GAN Collection,US,"Science Fiction,Horror",2022
1887,CalMaple Films,14000000,en,136.168,2019-04-11,69497587,106,7.124,8270,US,After Collection,US,"Romance,Drama",2019
1888,Mike Zoss Productions,0,en,45.308,2018-11-09,0,132,7.1,4048,US,False,US,"Western,Comedy,Drama",2018
1889,Blumhouse Productions,7000000,en,62.652,2020-02-12,49500000,109,5.788,2468,US,False,US,"Adventure,Fantasy,Horror,Mystery",2020
1890,Warner Bros. Pictures Animation,90000000,en,34.09,2022-07-27,203000000,105,7.21,1577,US,False,US,"Animation,Action,Family,Comedy,Science Fiction",2022
1891,Thunder Road,0,en,45.523,2025-06-04,0,0,0.0,0,US,False,US,"Action,Thriller,Crime",2025
1892,AGBO,40000000,en,45.811,2021-02-26,0,140,7.356,1268,US,False,US,"Drama,Crime",2021
1893,AGBO,65000000,en,70.574,2020-04-23,0,116,7.318,6112,US,Extraction Collection,US,"Action,Thriller",2020
1894,IAC Films,25000000,en,76.337,2022-03-24,139200000,140,7.769,6718,US,False,US,"Action,Adventure,Science Fiction",2022
1895,Toei Animation,0,ja,37.226,2018-08-25,0,104,7.0,82,JP,False,JP,"Animation,Action,Adventure,Comedy,TV Movie",2018
1896,Lionsgate,40000000,en,118.351,2019-11-27,312897920,131,7.844,12552,US,Knives Out Collection,US,"Comedy,Crime,Mystery",2019
1897,Kn2s Productions,0,en,32.622,2014-08-10,0,22,6.0,14,US,False,US,"Drama,Romance",2014
1898,Skydance Media,70000000,en,35.176,2020-07-10,0,125,7.137,4197,US,The Old Guard Collection,US,"Action,Fantasy",2020
1899,Phantom Four,0,en,32.102,2021-07-15,14600000,107,6.6,1149,US,False,US,"Drama,Horror,Mystery,Thriller",2021
1900,Brookstreet Pictures,10000000,en,246.561,2024-12-20,7201709,215,4.9,82,US,False,GB,Drama,2024
1901,Sony Pictures Animation,0,en,38.506,2021-01-15,25860000,99,7.88,1354,US,False,US,"Animation,Family,Comedy,Fantasy",2021
1902,Cineflix Productions,0,en,40.271,2018-09-30,0,98,8.077,626,CA,False,CA,"Drama,TV Movie,Crime",2018
1903,Berlanti Productions,110000000,en,90.406,2021-08-11,331526598,115,7.491,8888,US,Free Guy Collection,US,"Comedy,Adventure,Science Fiction",2021
1904,Participant,20000000,en,35.185,2019-11-22,13601384,127,7.537,2216,US,False,US,"Drama,Thriller",2019
1905,Walt Disney Pictures,0,en,33.919,2025-05-21,0,0,0.0,0,US,False,US,"Family,Science Fiction,Comedy",2025
1906,Epoca Films,5000000,es,60.683,2019-03-15,26500000,102,7.94,879,MX,No manches Frida Collection,MX,Comedy,2019
1907,RSVP Movies,0,hi,42.927,2019-01-11,0,138,7.0,430,IN,False,IN,"Action,Drama,War",2019
1908,TOHO,0,ja,33.887,2019-04-19,50574061,133,7.2,115,JP,Kingdom Collection,JP,"Action,Adventure,War,History,Fantasy",2019
1909,The Jim Henson Company,35000000,en,40.758,2022-11-09,0,117,8.1,2952,US,False,US,"Animation,Fantasy,Drama",2022
1910,FilmNation Entertainment,60000000,en,33.256,2022-08-24,20300000,108,6.897,1371,AU,False,US,"Drama,Fantasy,Romance",2022
1911,A24,15000000,en,33.769,2021-07-29,18887953,130,6.6,1928,US,False,US,"Adventure,Drama,Fantasy",2021
1912,Sony Pictures Television,0,en,43.987,2019-10-11,0,123,6.962,4947,US,False,US,"Crime,Drama,Thriller",2019
1913,Thunder Road,10000000,en,65.386,2024-04-03,35271631,121,6.911,1027,US,False,US,"Action,Thriller",2024
1914,Netflix,0,en,42.106,2022-06-24,0,115,7.348,1484,US,The Sea Beast Collection,US,"Animation,Adventure,Action,Family,Fantasy",2022
1915,Awesomeness Films,0,en,88.27,2020-02-03,0,102,6.836,2551,US,To All the Boys Collection,US,"Romance,Comedy",2020
1916,Warner Bros. Pictures,104000000,en,69.17,2023-08-16,130788072,128,6.721,2678,US,False,US,"Action,Science Fiction,Adventure",2023
